1 ,  This is already a song Fabuls song  I wanna watch this 😑 Let's go! Pick a date    !!!   Bollywood be Jamming!!! they fucked the punjabi song 😡  they did I hate this one  I love this💕🤞  friendsd How many times this song getting remixed Can’t beat the original    Why would you rip off and remake this song it was fine how it was 
2 ,  Isme koi talent nai he... Waste actress he Lakhtejigar  mo rod sa so complete nku. Nu kav check then disha mam you are so beautiful Super.. Super song Disha ur navel is mast Bhut bacar song hai   lol I have a feeling u might like this new song 😂✊🏽 So nice Goooooood mind blowing Nice songs What is a film name? Mam ma bhi aap jasi heroine banna chati hu Disha u r so cute Osm Super 
3 ,  Amazing Cool V. Good Jodi no1 Perfect click Mind blowing ❤❤❤❤❤ https://youtu.be/___LweW-KEg khus raho mundiyan ❤️❤️❤️❤️❤️❤️❤️❤️ mn Osmmm Excellent looking dear cuty I love this song Very nice Wow super Fantastic, love you sooooooooooooooooooooo much dishu 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍 Hotie with Chusa 😍😍😍 ♥♥ That's amazing Fantastic 👌👌 Best jodi ❤️ Best song 3rd class figure of Disha patani Wow Lol Love Excited for baaghi 2 but miss u  Koi to original track bna lo Luv u disha mam Nice couple The chemistry shown by u guys is 😍💕  Bomb! Jhakkkkkkashhhhhhhhhh Superbbbbbbb I did not like it 😃 Adity love this Hii dishaa Super I Fabulous nd fantastic song Superb✌🏻😘 Magnifique photo 😍😍😍😍😍😍😍😍😘😘😘😘😘😘 Oooh Nice look baby Disha patani is just aafat 😍 Omg and osm nice pic Omg both my favorite 😍😘  look at ur self first then comment here 3rd class hahaha mirror mirror on the wall tell him who is 3rd class is looking good Nice song 👌👌  I want to see you in something just like this, how hot would you be!  if only was this thin!😓 Superb jodi😄☺cutee Niss looking Beautiful 
4 ,  Beautifullllll💓💓😜😜😜😜😜💓💓💓💓💋💋💋😍😍😍😍😍💋💋💋💋💋💋😆😘😘😘😘😘😘😘 Veri veri nice Stunning nyc   she belongs to bolywood where shri was an icon so she should pay sme rspct ok dont give these moral lctures Best pic till date  "QUEEN"☆  hii  hii CUte Nice Wow beautiful ji 😍 Hottayy ekdum  Hii  who told paying respect is only through instagram??   😂😂😂he is total dumb  agreed. Same to u bitch  😍😍😍😍😍😍😍😍😍😍😍😍😍😗😚😗😙😗😚😗 ❤️❤️❤️😍😍 Madly in love with you Mind blowing 😍😍😍😘😘😘 Wow 💥💥💥❤❤❤  just shut up like respect kr le thodi .......  bro thnd paa bitch nd all bolne ki zarurt nae respect se baat kr bcz   ur living in the world of thoughts, where fake prayers on social media is so called more respectful than praying from heart. Similarly, she too might have prayed for her soul to rest in peace, but according to u, it is so called selfish because she dint post her pic of sridevi.  btw, calling me bitch won't make me one, but shows ur mentality. Love u 💗💗💗💗💗 💗💗💗💗💗💗 Osm baby U r just love💕💕💕 I m most awaited for this movie😍😍❤❤💛💛😘😘 It will be lit Best wishes for your movie success💛😘❤😍 N this is your bestest pic😘😘❤❤😍😍💛💛😘😘❤❤😍😍💛💛😘❤😍😘💛❤😍❤😘💛😍❤💛💛😍😍😘💛❤❤💛💛 You are 1st  barbai doll in india So nice You are the most beautiful,pretiest,cutest girl in this universe...you r soo cute...best pic.. 😍😍😍😍😍😍😍😍 sooooo cuteeeee Nice Beautiful  tu hai kon be Most beautiful Follow top model fitness girl 😍😍😍😍😘😘😘👰👰👰  Ke jooon Greatest acter forever Lovely pick 💞💞💞 Hey Insta just put more like buttons on  Hey 👌🏻😍 Khoubsurti ka Naya Sitara Nice Osm 
5 ,  nice Super Best wishes 👍👍👍 My best movie... Super hit looks... Naga Maza aayega dekhne main very exited for 30 march.......😋😋😋😋 👏👏👏👏👏👏 Osm Super hit if you want to buy followers likes subcriber on insta fb youtube musical.ly twitter telegram...contact us Awesome Rada Love you  Congo  If you like baaghi 2 trailer then watch this 👉🏻 https://m.youtube.com/watch?v=SlYOntpZJ1Q Sequel 🤣🤣🤧 Waiting for movie Waiting I'm waiting Nice trailer 👌👌👌👌👌👌👍👍👍👍👍👍😇😇😇 Maza nahi aya trailer ne  If you are a fan of MARVEL and DC you will really like my page so do check out and follow my page Nce trailer Nepail chal Gaya India Mai 😂😂😂😂😂😂😂😂😂😂😂 End less 💖😘😍💕💞💖💞💞😘💕😘💖💕💖💞😘💕😘😍💖😍💕💖😘💕😍💖💕💖💕💖💕😘💕💖💞😘💕💕💖😍😍😘💞😍💖😘😍😘💖💕😘💕😘💖😍💕😘😘💕💖😍😘💖😍💖😘💖😍😘😍💖💕😘😍💖😍😘😍💖😍💖😍😘😘😍💖😍😘😍💖😍💖😍😘💖💕😘😍💖💕💖😘😘💕💖💖😘💕💖😘💕💖💕💖 Super hit Paid view is common in marking of movies Wow 👏👏👏👏👏👏👏 Good luck 💜 Rejuvenate your wardrobe by following us! Shoes👟, bags👜, watches⌚ and sunglasses🕶️ at affordable price. Gud luck Waiting for the movie Superb Rocking movie😎😎 Nice Hi Good ❤❤❤❤❤❤❤❤ 👌 Awesome ❤️ isse kharab trailor abhi tak nhi dekha 😎😎 Sry love marvel avengers is coming goota save my money for it.. next time 👍 Now Rajinis  61hours 28mintesand 34.3second Fantastic Mera warmup hai  So tu thank u bol Bhai ko I am a person.who watch selected  movies in theatre..like.. bahabuli, Newton, Padmavat or next in my list.. Baghi2.. Osm No.1trending is  hats off to tiger man he's done so much hardwork in action scenes it is unimaginable pain seee baaghi 1 bloopers on utube its hard ..... Wooooooooow ossssssm stant hii Wow 😍😍😍 Kaala has taken over you Wasr 
6 ,   y Nice.... Hi 😎 Nice Khati Super Bhai Bhai👌👍 TiIGERg n LIONESS Nice Superb Super hittt https://fspot.wooplr.com/s/K89KMBQ83?ref=cp.p.i.f girls check it out for your look. I wanted to be a part of these 200 baaghis unluckly i cudnt coz i m a die harted fan of tiger shroff and disha patani 👌 Super hittt🙌🏻 I am the baghi Kk Aa  
7 ,  Amazing Awesome Awesome  hao 😂😂😂😂 Wow☺☺☺☺ Abhi toh bhai ne sirf start kiya h..👏👏 superb....  BC ye sahi bol rahe hai, tujhe Kaise pata Chala ?? Waiting Dynamic warm up....👍👌👌 Please raise your voice for  Fake fake totally fake, I am watching the tralier now on 26/02/2018 at 10.27 pm and it has only 34M views which has after 5 days. Seriously man only promotion Looks a powerful film Nice .. Coool warm up....!!! Very much excited! Wonderful Tiger ki wajah se Ezz Very much excited😘😘😘😘 wohoooo😀😁😁 If you like baaghi 2 trailer then watch this 👉🏻 https://m.youtube.com/watch?v=SlYOntpZJ1Q Q Fantastic trailer Your acting sucks https://youtu.be/2X1i20nN-_I Superflop 😂😂😂 60M joined the Rebellion seriously! Itna rebellion se toh Sara system Badal jaaega😂😂😂 Are chutiye  👍👍👍👍👍 Flop movies ke hadhe paar karegi yeh movie😂😎 A whole new collection of tops that have been designed from fabrics with a little bit of Indian touch in them while being set in gorgeous designer patterns. Osmm trailer Tiger jinda h copy..😂😂😂😂😂 Ausome ausome love u disha ,mera bhi Killing trailer  bro..I think you cannot see properly...The post said across all formats...That means...Facebook,hottar and YouTube  how u can say that they all are different on all platforms, maybe same guys are on fb, Twitter, YouTube etc  it is written bro..Across all formats  but if same person is on fb, YouTube and Twitter will u count it equal to 3 Muth maarna hai kya 😂 Outstanding one! Awesome-trailer👍👍👍 Remake Of Telugu Movie  Hii  harvey ka dialog marlia sale ne  same here  ma'am plz follow   hey It isn't so good.... And that's a remake of Telugu movie Awesome real tiger  is back suppe Itni jaldi kya hai tiger ne abhi start Kiya hai Osm So ?Will he turn into ultra instinct goku ha ha lol Kadakkkkkkkk 😘 😘 
8 ,  Beautiful pic Mast Mast look nice pic mem So pretty PRETTY GORGEOUS 💗💖💓💝💕❤💓💟💞😍😘 Will you marry me 😂 Will u hug me nd kiss Your hair looks amazing Pretty cool Your so hot Hii disha love you 😍 Not too good stunning  Look 😍😍😍 اع Swt Vary nice  h Hot sexiest ever... U will also take my seamen Nice Ho Hoot Hot Ayee🔥   tumko ky krna h So pretty Hotty.....love u.. 😍❤ 💋 ❤ 💋 ❤ 💋 ❤ 💋 ❤ 💋 ❤ 💋 ❤ 💋 ❤ 💋 ❤👰  oh fuck 😂🤣 mindblowing look like always love   yeh kya tha bc😱😱😱😱  pyaar tha 😶 Aap bahut sexy hoo 😍😍😍😍😘😘😘😘😘 Nice Wow Wow One thing missing... Your million dollar smile hii crazy look Fab stylish woman....nice... Amazing ❤❤❤🐯 Amazed disha maam im ur grt fan😇😇 Amazing mam follow me guys..i do cover music..will start asap Those curls 😍 Looking gorgeous Hoti Want to give you more love come on my bad 💦💦💦 
9 ,  Suparp baaghi 2 movie trailer Hpt Nice beautiful  Let's go! 😍 Wait😍 🗑️🚮 Tiger 🐅 eat those legs 😂🤔 AREY PATANI..KUCH AUR DIKHAAANI.....KYUKI...*** JO TERA HOTTEST SEX SHOW HAI..WO MERA WARM UP HAI**** LOLZZZZZZZZZZZZZZZZZZZZZZ...  😀😀😀 so excited about it nice Hot ass Very nice trailer your film.😇😇😇😇👌👌👌👌👍👍👍👍 the boob is a killer Ho waiting... Nice trailer  😌😌 Wow Eagerly waiting ❤ Suprnn New account A whole new collection of tops that have been designed from fabrics with a little bit of Indian touch in them while being set in gorgeous designer patterns. mere tiger😍💘 👌👌 Flop  really? Perfect couple no 1 Gazab This movie has got some serious action! 🔥 Perfect couple Very juicy thigh, feeling lustful! ❤❤❤ FAAAACK  FACKFACKFACKFACKFACKFACK   tatti awsm Nc Waiting 🔥 So hot Wow ma'm👌👌👌👌👌 Nicc! Love that Hahaha Sali heramzadi tereh maa ko bula be kirrrrrrrrrrrrak Awesome Disha patani💕💕💕💕 Ohhh bc  yeep 🌸 I like your movie Nice I like your movie Superb 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘 shrdha looked better Sexy and bumpy hips pura body dikha deti tasty hot spucy best of luck mam,  for baaghi 2. your film will be hit. 
10 ,   baass beee bass.....bhut kc krliya....kuch bhi matlab haina😂😂 chutiya maths ke pehle mera computer hai aaj....tum jaa kar maths😏😏 I like the other helicopter poster better O.O ❤️❤️love the trailer bad trailer....not interested Wonderful It’s shit don’t u guys have ur own stories BHAAGI 1 is a TELUGU film remake named VARSHAM..! PRABHAS as hero and BHAAGI 2 is even a remake of TELUGU FILM named as KSHANAM. ADAVI SESH as hero 👉👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎  It’s shit don’t u guys have ur own stories BHAAGI 1 is a TELUGU film remake named VARSHAM..! PRABHAS as hero and BHAAGI 2 is even a remake of TELUGU FILM named as KSHANAM. ADAVI SESH as hero 👉👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎  💕 Hate it...not so interesting.... Best luckkk bady wala bestttt wishess hittt nbr My bestiiii my favrt Follow are page  ❤❤❤ 👍 Super 💓💓 Dishuuuuu Sexy trailer Love you dishuuuuu Sexy looks both Cool move Nyc Superb trailer ❤❤❤ nice i like Nice sir ♥♥♥ ♥♥♥ checkkk my latest pencil art guys...Do..Like..Share....Respect👐 Shopping lover follow me. Selling COMING SOON....♥️  Psy being human 😘😍😇✌🙏 😭😭😭 Khatarnak 👄💋💘❤️💓💗💔💖💕💙❤️💘👅💋👄💗💕💖💔💗💔💗💕💗💕💗💋👅💗💗👅💛🖤💜💝💝💜💞💜💟💟💚💞💛💞💝💜💝💝💛💞❣️💞💚💞💝💜💝💜💞💞💜💞💜💞💞💛 Superb it was amazing Follow me Nice Kirak boss  your favvv NYC 💜💜💜💜💜 Nyc Coll Fantastic Super Beauty!   ye to sth hi dekhenge Eagerly waiting ❤ 😍 😍😍😍😍😍😍😘😘 👍👍 👍👍 Nice мирбек The trailer is superbly good......best of luck ........May this film earn more than 200 crore........ Waiting 🔥 کوس کون 
